,ID,Text,Question,Answer,the answer is in the text,tokenized text,tokenized Answer,Labeled Text
51,3437.b,"Following a thorough and comprehensive review, we believe that our Remuneration Policy continues to be appropriate, and are therefore proposing the Policy remains broadly unchanged. In recognition of emerging best practice, we have updated our Policy to reduce the pension contribution for new Executive Director appointments to 15%",Why are they proposing the Policy remains broadly unchanged?,we believe that our Remuneration Policy continues to be appropriate,True,"['Following', 'a', 'thorough', 'and', 'comprehensive', 'review', ',', 'we', 'believe', 'that', 'our', 'Re', '##mu', '##ner', '##ation', 'Policy', 'continues', 'to', 'be', 'appropriate', ',', 'and', 'are', 'therefore', 'proposing', 'the', 'Policy', 'remains', 'broadly', 'unchanged', '.', 'In', 'recognition', 'of', 'emerging', 'best', 'practice', ',', 'we', 'have', 'updated', 'our', 'Policy', 'to', 'reduce', 'the', 'pension', 'contribution', 'for', 'new', 'Executive', 'Director', 'appointments', 'to', '15', '%']","['we', 'believe', 'that', 'our', 'Re', '##mu', '##ner', '##ation', 'Policy', 'continues', 'to', 'be', 'appropriate']","[False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
52,3438,"R&D expenses decreased by $6.3 million to $49.0 million for the year ended 31 December 2017 (2016: $55.3 million). Similarly to SG&A expenses, the decrease in R&D cost was largely due to savings from the restructuring and discontinued funding of subsidiaries during the year of $7.3 million.",What factor led to the decrease in R&D cost?,savings from the restructuring and discontinued funding of subsidiaries during the year of $7.3 million,True,"['R', '&', 'D', 'expenses', 'decreased', 'by', '$', '6', '.', '3', 'million', 'to', '$', '49', '.', '0', 'million', 'for', 'the', 'year', 'ended', '31', 'December', '2017', '(', '2016', ':', '$', '55', '.', '3', 'million', ')', '.', 'Similarly', 'to', 'S', '##G', '&', 'A', 'expenses', ',', 'the', 'decrease', 'in', 'R', '&', 'D', 'cost', 'was', 'largely', 'due', 'to', 'savings', 'from', 'the', 'restructuring', 'and', 'discontinued', 'funding', 'of', 'subsidiaries', 'during', 'the', 'year', 'of', '$', '7', '.', '3', 'million', '.']","['savings', 'from', 'the', 'restructuring', 'and', 'discontinued', 'funding', 'of', 'subsidiaries', 'during', 'the', 'year', 'of', '$', '7', '.', '3', 'million']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False]"
53,3440,"IDH has strong, longstanding relationships with its suppliers, to whom it is a significant regional client. Due to the volumes of kits the Company purchases, IDH is able to negotiate favourable pricing that in 2016 saw the price it pays for kits rise slower than inflation",What was the consequence of the volumes of kits the Company purchases?,IDH is able to negotiate favourable pricing that in 2016 saw the price it pays for kits rise slower than inflation,True,"['ID', '##H', 'has', 'strong', ',', 'long', '##standing', 'relationships', 'with', 'its', 'suppliers', ',', 'to', 'whom', 'it', 'is', 'a', 'significant', 'regional', 'client', '.', 'Due', 'to', 'the', 'volumes', 'of', 'kits', 'the', 'Company', 'purchases', ',', 'ID', '##H', 'is', 'able', 'to', 'negotiate', 'favourable', 'pricing', 'that', 'in', '2016', 'saw', 'the', 'price', 'it', 'pays', 'for', 'kits', 'rise', 'slower', 'than', 'inflation']","['ID', '##H', 'is', 'able', 'to', 'negotiate', 'favourable', 'pricing', 'that', 'in', '2016', 'saw', 'the', 'price', 'it', 'pays', 'for', 'kits', 'rise', 'slower', 'than', 'inflation']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
54,3442,"• Performance Share Awards: over the performance period, the Company’s TSR was below the median of the comparator group. As a result, the 2015 Performance Share Awards will not vest as the threshold was not met.",Why will the 2015 Performance Share Awards not vest?,"over the performance period, the Company’s TSR was below the median of the comparator group",True,"['•', 'Performance', 'S', '##hare', 'Awards', ':', 'over', 'the', 'performance', 'period', ',', 'the', 'Company', '’', 's', 'T', '##SR', 'was', 'below', 'the', 'median', 'of', 'the', 'com', '##par', '##ator', 'group', '.', 'As', 'a', 'result', ',', 'the', '2015', 'Performance', 'S', '##hare', 'Awards', 'will', 'not', 'vest', 'as', 'the', 'threshold', 'was', 'not', 'met', '.']","['over', 'the', 'performance', 'period', ',', 'the', 'Company', '’', 's', 'T', '##SR', 'was', 'below', 'the', 'median', 'of', 'the', 'com', '##par', '##ator', 'group']","[False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
55,3447,"2. T W Griffith – received a pay rise of 7% as of 1st January 2016, therefore 12 months at the increased salary this year compared to only six months last year. Plus paid in US dollars and reported in sterling.",Why did T W Griffith receive 12 months at the increased salary this year compared to only six months last year?,T W Griffith – received a pay rise of 7% as of 1st January 2016,True,"['2', '.', 'T', 'W', 'Griffith', '–', 'received', 'a', 'pay', 'rise', 'of', '7', '%', 'as', 'of', '1st', 'January', '2016', ',', 'therefore', '12', 'months', 'at', 'the', 'increased', 'salary', 'this', 'year', 'compared', 'to', 'only', 'six', 'months', 'last', 'year', '.', 'Plus', 'paid', 'in', 'US', 'dollars', 'and', 'reported', 'in', 's', '##ter', '##ling', '.']","['T', 'W', 'Griffith', '–', 'received', 'a', 'pay', 'rise', 'of', '7', '%', 'as', 'of', '1st', 'January', '2016']","[False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
56,3449,Currently non-existent markets Checkit is an innovative product in the early stage of its life cycle with several proposed features that do not currently exist in the market. Its target market currently uses paper-based systems. It is therefore necessary to make assumptions as to how the market will develop,Why is it necessary to make assumptions as to how the market will develop?,Its target market currently uses paper-based systems,True,"['Currently', 'non', '-', 'exist', '##ent', 'markets', 'Check', '##it', 'is', 'an', 'innovative', 'product', 'in', 'the', 'early', 'stage', 'of', 'its', 'life', 'cycle', 'with', 'several', 'proposed', 'features', 'that', 'do', 'not', 'currently', 'exist', 'in', 'the', 'market', '.', 'Its', 'target', 'market', 'currently', 'uses', 'paper', '-', 'based', 'systems', '.', 'It', 'is', 'therefore', 'necessary', 'to', 'make', 'assumptions', 'as', 'to', 'how', 'the', 'market', 'will', 'develop']","['Its', 'target', 'market', 'currently', 'uses', 'paper', '-', 'based', 'systems']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
57,3454,"Fluid Systems is the division with the highest proportion of oil and gas sales, at 67%. Upstream increased significantly due to an increase in project activity in Eastern Europe and the Middle East. However, this was offset by a reduction in midstream, predominantly in North America",What is the reason for the significant increase of the upstream?,an increase in project activity in Eastern Europe and the Middle East,True,"['F', '##lu', '##id', 'Systems', 'is', 'the', 'division', 'with', 'the', 'highest', 'proportion', 'of', 'oil', 'and', 'gas', 'sales', ',', 'at', '67', '%', '.', 'Up', '##stream', 'increased', 'significantly', 'due', 'to', 'an', 'increase', 'in', 'project', 'activity', 'in', 'Eastern', 'Europe', 'and', 'the', 'Middle', 'East', '.', 'However', ',', 'this', 'was', 'offset', 'by', 'a', 'reduction', 'in', 'midst', '##rea', '##m', ',', 'predominantly', 'in', 'North', 'America']","['an', 'increase', 'in', 'project', 'activity', 'in', 'Eastern', 'Europe', 'and', 'the', 'Middle', 'East']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
58,3455,"• Recommendation to the Executive Directors that an operational board committee be established. As a result, a structure of executive committees has been set up. Further details are contained in the Corporate Governance report on pages 81 and 82.",What was the reason a structure of executive committees has been set up?,Recommendation to the Executive Directors that an operational board committee be established,True,"['•', 'Re', '##com', '##men', '##dation', 'to', 'the', 'Executive', 'Directors', 'that', 'an', 'operational', 'board', 'committee', 'be', 'established', '.', 'As', 'a', 'result', ',', 'a', 'structure', 'of', 'executive', 'committees', 'has', 'been', 'set', 'up', '.', 'Further', 'details', 'are', 'contained', 'in', 'the', 'Corporate', 'Go', '##vern', '##ance', 'report', 'on', 'pages', '81', 'and', '82', '.']","['Re', '##com', '##men', '##dation', 'to', 'the', 'Executive', 'Directors', 'that', 'an', 'operational', 'board', 'committee', 'be', 'established']","[False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
59,3460,"As a result of all of the above, net profit was $158.4 million in 2017",What was the consequence of all the factors mentioned above?,net profit was $158.4 million in 2017,True,"['As', 'a', 'result', 'of', 'all', 'of', 'the', 'above', ',', 'net', 'profit', 'was', '$', '158', '.', '4', 'million', 'in', '2017']","['net', 'profit', 'was', '$', '158', '.', '4', 'million', 'in', '2017']","[False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True]"
60,3461,Climate change Potential for increased frequency and severity of claims due to climate change that reduces the commercial performance of the Group.,What factor contributes to the potential for increased frequency and severity of claims?,climate change that reduces the commercial performance of the Group,True,"['Climate', 'change', 'Po', '##ten', '##tial', 'for', 'increased', 'frequency', 'and', 'severity', 'of', 'claims', 'due', 'to', 'climate', 'change', 'that', 'reduces', 'the', 'commercial', 'performance', 'of', 'the', 'Group', '.']","['climate', 'change', 'that', 'reduces', 'the', 'commercial', 'performance', 'of', 'the', 'Group']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, False]"
61,3462,"As I reflect on the last twelve months, it becomes very evident to me how much we have progressed the ‘Manufacturing our Future’ strategy and the extent we have changed as a result of the ‘Repair’ phase execution.",What caused the progress in the 'Manufacturing our Future' strategy and the change they have achieved?,the ‘Repair’ phase execution,True,"['As', 'I', 'reflect', 'on', 'the', 'last', 'twelve', 'months', ',', 'it', 'becomes', 'very', 'evident', 'to', 'me', 'how', 'much', 'we', 'have', 'progressed', 'the', '‘', 'Manufacturing', 'our', 'Future', '’', 'strategy', 'and', 'the', 'extent', 'we', 'have', 'changed', 'as', 'a', 'result', 'of', 'the', '‘', 'Rep', '##air', '’', 'phase', 'execution', '.']","['the', '‘', 'Rep', '##air', '’', 'phase', 'execution']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, False]"
62,3463,Underwriting and claims risk This is the risk that underwritten business is less profitable than planned due to insufficient pricing and setting of claims case reserves. Key exposures arise from large portfolios where claims trends are slow to emerge such as UK Commercial and Marine.,"In underwriting and claims risk, what factor causes underwritten business to be less profitable than planned?",insufficient pricing and setting of claims case reserves,True,"['Under', '##writing', 'and', 'claims', 'risk', 'This', 'is', 'the', 'risk', 'that', 'under', '##written', 'business', 'is', 'less', 'profitable', 'than', 'planned', 'due', 'to', 'insufficient', 'pricing', 'and', 'setting', 'of', 'claims', 'case', 'reserves', '.', 'Key', 'exposure', '##s', 'arise', 'from', 'large', 'portfolio', '##s', 'where', 'claims', 'trends', 'are', 'slow', 'to', 'emerge', 'such', 'as', 'UK', 'Commercial', 'and', 'Marine', '.']","['insufficient', 'pricing', 'and', 'setting', 'of', 'claims', 'case', 'reserves']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
63,3464,"This system is bespoke to the Group’s particular needs and risks to which it is exposed and is designed to manage rather than eliminate risk. Due to the limitations inherent in any system of internal control, this system provides robust, but not absolute, assurance against material misstatement or loss.","What causes this system to provide robust, but not absolute, assurance against material misstatement or loss?",the limitations inherent in any system of internal control,True,"['This', 'system', 'is', 'be', '##sp', '##oke', 'to', 'the', 'Group', '’', 's', 'particular', 'needs', 'and', 'risks', 'to', 'which', 'it', 'is', 'exposed', 'and', 'is', 'designed', 'to', 'manage', 'rather', 'than', 'eliminate', 'risk', '.', 'Due', 'to', 'the', 'limitations', 'inherent', 'in', 'any', 'system', 'of', 'internal', 'control', ',', 'this', 'system', 'provides', 'robust', ',', 'but', 'not', 'absolute', ',', 'assurance', 'against', 'material', 'miss', '##tate', '##ment', 'or', 'loss', '.']","['the', 'limitations', 'inherent', 'in', 'any', 'system', 'of', 'internal', 'control']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
64,3475,"The intangible asset value of a project should not be confused with the realisable or market value of a particular project which will, in the Directors’ opinion, be at least equal in value and often considerably higher. Hence the Company’s market capitalisation on the AIM Market is usually in excess of the net asset value of the Group.","Why, in the Directors' opinion, will the market value of a particular project be at least equal to and often considerably higher than the intangible asset value of the project?",the Company’s market capitalisation on the AIM Market is usually in excess of the net asset value of the Group,True,"['The', 'in', '##tan', '##gible', 'asset', 'value', 'of', 'a', 'project', 'should', 'not', 'be', 'confused', 'with', 'the', 'real', '##isa', '##ble', 'or', 'market', 'value', 'of', 'a', 'particular', 'project', 'which', 'will', ',', 'in', 'the', 'Directors', '’', 'opinion', ',', 'be', 'at', 'least', 'equal', 'in', 'value', 'and', 'often', 'considerably', 'higher', '.', 'Hence', 'the', 'Company', '’', 's', 'market', 'capital', '##isation', 'on', 'the', 'AI', '##M', 'Market', 'is', 'usually', 'in', 'excess', 'of', 'the', 'net', 'asset', 'value', 'of', 'the', 'Group', '.']","['the', 'Company', '’', 's', 'market', 'capital', '##isation', 'on', 'the', 'AI', '##M', 'Market', 'is', 'usually', 'in', 'excess', 'of', 'the', 'net', 'asset', 'value', 'of', 'the', 'Group']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False]"
65,3477,"Earnings per share Basic underlying earnings per share was 6.42p, an increase of 6.8% from 6.01p in 2016. On a constant currency basis, basic underlying earnings per share decreased by 0.8% due to a decrease in the effective tax rate from 30.1% to 29.0%",What impact did the decrease in the effective tax rate from 30.1% to 29.0% have?,"On a constant currency basis, basic underlying earnings per share decreased by 0.8%",True,"['E', '##ar', '##ning', '##s', 'per', 'share', 'Basic', 'underlying', 'earnings', 'per', 'share', 'was', '6', '.', '42', '##p', ',', 'an', 'increase', 'of', '6', '.', '8', '%', 'from', '6', '.', '01', '##p', 'in', '2016', '.', 'On', 'a', 'constant', 'currency', 'basis', ',', 'basic', 'underlying', 'earnings', 'per', 'share', 'decreased', 'by', '0', '.', '8', '%', 'due', 'to', 'a', 'decrease', 'in', 'the', 'effective', 'tax', 'rate', 'from', '30', '.', '1', '%', 'to', '29', '.', '0', '%']","['On', 'a', 'constant', 'currency', 'basis', ',', 'basic', 'underlying', 'earnings', 'per', 'share', 'decreased', 'by', '0', '.', '8', '%']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
66,3478,"3 Funding of acquisitions and future equity fundraising • There is a risk that JLEN is unable to achieve its stated ambition of growing the portfolio by acquiring new assets due to a lack of funding, both from corporate debt and equity capital from investors.",What caused the risk that JLEN might be unable to achieve its stated ambition of growing the portfolio by acquiring new assets?,"a lack of funding, both from corporate debt and equity capital from investors",True,"['3', 'Funding', 'of', 'acquisitions', 'and', 'future', 'equity', 'fundraising', '•', 'There', 'is', 'a', 'risk', 'that', 'J', '##LE', '##N', 'is', 'unable', 'to', 'achieve', 'its', 'stated', 'ambition', 'of', 'growing', 'the', 'portfolio', 'by', 'acquiring', 'new', 'assets', 'due', 'to', 'a', 'lack', 'of', 'funding', ',', 'both', 'from', 'corporate', 'debt', 'and', 'equity', 'capital', 'from', 'investors', '.']","['a', 'lack', 'of', 'funding', ',', 'both', 'from', 'corporate', 'debt', 'and', 'equity', 'capital', 'from', 'investors']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False]"
67,3479,Impact on strategy Why we think this is important We operate across the globe and therefore have to work within a wide range of political and social conditions.,Why do they have to work within a wide range of political and social conditions?,We operate across the globe,True,"['Impact', 'on', 'strategy', 'Why', 'we', 'think', 'this', 'is', 'important', 'We', 'operate', 'across', 'the', 'globe', 'and', 'therefore', 'have', 'to', 'work', 'within', 'a', 'wide', 'range', 'of', 'political', 'and', 'social', 'conditions', '.']","['We', 'operate', 'across', 'the', 'globe']","[False, False, False, False, False, False, False, False, False, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
68,3485,HSBC Holdings is also subject to contingent liquidity risk by virtue of credit-related commitments and guarantees and similar contracts issued relating to its subsidiaries. Such commitments and guarantees are only issued after due consideration of HSBC Holdings’ ability to finance the commitments,What causes HSBC Holdings is also subject to contingent liquidity risk?,credit-related commitments and guarantees and similar contracts issued relating to its subsidiaries,True,"['H', '##SB', '##C', 'Holdings', 'is', 'also', 'subject', 'to', 'contingent', 'liquid', '##ity', 'risk', 'by', 'virtue', 'of', 'credit', '-', 'related', 'commitments', 'and', 'guarantees', 'and', 'similar', 'contracts', 'issued', 'relating', 'to', 'its', 'subsidiaries', '.', 'Such', 'commitments', 'and', 'guarantees', 'are', 'only', 'issued', 'after', 'due', 'consideration', 'of', 'H', '##SB', '##C', 'Holdings', '’', 'ability', 'to', 'finance', 'the', 'commitments']","['credit', '-', 'related', 'commitments', 'and', 'guarantees', 'and', 'similar', 'contracts', 'issued', 'relating', 'to', 'its', 'subsidiaries']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
69,3488,"– The Insurance Support Services business delivered excellent top line growth, benefiting from a full year’s contribution from CEGA, which secured additional business from high profile UK insurers. Overall profit was down because of our increased investment to build the capabilities of our insurance technology business.",What caused the overall profit to decrease?,our increased investment to build the capabilities of our insurance technology business,True,"['–', 'The', 'Insurance', 'Support', 'Services', 'business', 'delivered', 'excellent', 'top', 'line', 'growth', ',', 'benefit', '##ing', 'from', 'a', 'full', 'year', '’', 's', 'contribution', 'from', 'CE', '##GA', ',', 'which', 'secured', 'additional', 'business', 'from', 'high', 'profile', 'UK', 'ins', '##urers', '.', 'Overall', 'profit', 'was', 'down', 'because', 'of', 'our', 'increased', 'investment', 'to', 'build', 'the', 'capabilities', 'of', 'our', 'insurance', 'technology', 'business', '.']","['our', 'increased', 'investment', 'to', 'build', 'the', 'capabilities', 'of', 'our', 'insurance', 'technology', 'business']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, False]"
70,3489,– Not enough focus on innovation or ‘newness’ compared to product we have offered customers previously. Our customers typically shop with us regularly and we must ensure that we continually create a reason for them to buy – this is therefore a key focus for the coming year.,What does it entail to continually create a reason for customers to buy from them?,this is therefore a key focus for the coming year,True,"['–', 'Not', 'enough', 'focus', 'on', 'innovation', 'or', '‘', 'new', '##ness', '’', 'compared', 'to', 'product', 'we', 'have', 'offered', 'customers', 'previously', '.', 'Our', 'customers', 'typically', 'shop', 'with', 'us', 'regularly', 'and', 'we', 'must', 'ensure', 'that', 'we', 'continually', 'create', 'a', 'reason', 'for', 'them', 'to', 'buy', '–', 'this', 'is', 'therefore', 'a', 'key', 'focus', 'for', 'the', 'coming', 'year', '.']","['this', 'is', 'therefore', 'a', 'key', 'focus', 'for', 'the', 'coming', 'year']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, False]"
71,3490.a,"Strategic developments 2017 has been a year of tangible progress on the strategy laid out at the start of the year. As a result of the strategic initiatives, the business performance improved compared with the previous year with excellent progress on order intake delivering increased sales",What effect did the strategic initiatives have?,the business performance improved compared with the previous year with excellent progress on order intake,True,"['Strategic', 'developments', '2017', 'has', 'been', 'a', 'year', 'of', 'tan', '##gible', 'progress', 'on', 'the', 'strategy', 'laid', 'out', 'at', 'the', 'start', 'of', 'the', 'year', '.', 'As', 'a', 'result', 'of', 'the', 'strategic', 'initiatives', ',', 'the', 'business', 'performance', 'improved', 'compared', 'with', 'the', 'previous', 'year', 'with', 'excellent', 'progress', 'on', 'order', 'intake', 'delivering', 'increased', 'sales']","['the', 'business', 'performance', 'improved', 'compared', 'with', 'the', 'previous', 'year', 'with', 'excellent', 'progress', 'on', 'order', 'intake']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False]"
72,3490.b,"Strategic developments 2017 has been a year of tangible progress on the strategy laid out at the start of the year. As a result of the strategic initiatives, the business performance improved compared with the previous year with excellent progress on order intake delivering increased sales",What was the consequence of the progress on order intake?,increased sales,True,"['Strategic', 'developments', '2017', 'has', 'been', 'a', 'year', 'of', 'tan', '##gible', 'progress', 'on', 'the', 'strategy', 'laid', 'out', 'at', 'the', 'start', 'of', 'the', 'year', '.', 'As', 'a', 'result', 'of', 'the', 'strategic', 'initiatives', ',', 'the', 'business', 'performance', 'improved', 'compared', 'with', 'the', 'previous', 'year', 'with', 'excellent', 'progress', 'on', 'order', 'intake', 'delivering', 'increased', 'sales']","['increased', 'sales']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True]"
73,3491,"Previously, the Board considered it appropriate to assess the Company’s viability over rolling three-year time horizons. However, the Board now believes it to be more appropriate to make this assessment over a five-year period. This basis is deemed more appropriate due to our Portfolio Manager’s long-term investment horizon",Why is it deemed more appropriate to assess the Company’s viability over a five-year period?,our Portfolio Manager’s long-term investment horizon,True,"['Previously', ',', 'the', 'Board', 'considered', 'it', 'appropriate', 'to', 'assess', 'the', 'Company', '’', 's', 'via', '##bility', 'over', 'rolling', 'three', '-', 'year', 'time', 'horizon', '##s', '.', 'However', ',', 'the', 'Board', 'now', 'believes', 'it', 'to', 'be', 'more', 'appropriate', 'to', 'make', 'this', 'assessment', 'over', 'a', 'five', '-', 'year', 'period', '.', 'This', 'basis', 'is', 'deemed', 'more', 'appropriate', 'due', 'to', 'our', 'Port', '##fo', '##lio', 'Manager', '’', 's', 'long', '-', 'term', 'investment', 'horizon']","['our', 'Port', '##fo', '##lio', 'Manager', '’', 's', 'long', '-', 'term', 'investment', 'horizon']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True]"
74,3494,"The Committee determined the annual bonus pool for the year ended 31 December 2017 based on a total compensation ratio of 43% (2016: 44%). On an underlying basis the total compensation ratio is unchanged year on year, as we have around a 1% benefit from higher levels of bonus deferral",Why is the total compensation ratio unchanged year on year?,we have around a 1% benefit from higher levels of bonus deferral,True,"['The', 'Committee', 'determined', 'the', 'annual', 'bonus', 'pool', 'for', 'the', 'year', 'ended', '31', 'December', '2017', 'based', 'on', 'a', 'total', 'compensation', 'ratio', 'of', '43', '%', '(', '2016', ':', '44', '%', ')', '.', 'On', 'an', 'underlying', 'basis', 'the', 'total', 'compensation', 'ratio', 'is', 'unchanged', 'year', 'on', 'year', ',', 'as', 'we', 'have', 'around', 'a', '1', '%', 'benefit', 'from', 'higher', 'levels', 'of', 'bonus', 'def', '##er', '##ral']","['we', 'have', 'around', 'a', '1', '%', 'benefit', 'from', 'higher', 'levels', 'of', 'bonus', 'def', '##er', '##ral']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
75,3495,"The current interest-bearing deposit of £10 million taken out in the previous year matured in November 2016. Of this, £5 million was rolled over to mature during the next financial year and the remaining £5 million was placed on short-term deposits, therefore, a net inflow of cash and cash equivalents of £5 million.",Why is there a net inflow of cash and cash equivalents of £5 million?,£5 million was rolled over to mature during the next financial year and the remaining £5 million was placed on short-term deposits,True,"['The', 'current', 'interest', '-', 'bearing', 'deposit', 'of', '£1', '##0', 'million', 'taken', 'out', 'in', 'the', 'previous', 'year', 'mature', '##d', 'in', 'November', '2016', '.', 'Of', 'this', ',', '£', '##5', 'million', 'was', 'rolled', 'over', 'to', 'mature', 'during', 'the', 'next', 'financial', 'year', 'and', 'the', 'remaining', '£', '##5', 'million', 'was', 'placed', 'on', 'short', '-', 'term', 'deposits', ',', 'therefore', ',', 'a', 'net', 'in', '##flow', 'of', 'cash', 'and', 'cash', 'equivalent', '##s', 'of', '£', '##5', 'million', '.']","['£', '##5', 'million', 'was', 'rolled', 'over', 'to', 'mature', 'during', 'the', 'next', 'financial', 'year', 'and', 'the', 'remaining', '£', '##5', 'million', 'was', 'placed', 'on', 'short', '-', 'term', 'deposits']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
76,3496.a,"CSF increased in the year from £3.9 million to £4.7 million. CSF remains low compared to historical levels, due to reduced customer demand in light of the current credit environment.",What is the reason why CSF remains low compared to historical levels?,reduced customer demand,True,"['CS', '##F', 'increased', 'in', 'the', 'year', 'from', '£', '##3', '.', '9', 'million', 'to', '£', '##4', '.', '7', 'million', '.', 'CS', '##F', 'remains', 'low', 'compared', 'to', 'historical', 'levels', ',', 'due', 'to', 'reduced', 'customer', 'demand', 'in', 'light', 'of', 'the', 'current', 'credit', 'environment', '.']","['reduced', 'customer', 'demand']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, False]"
