ID,Text,Question,Answer
5335.b,The Group has carried out an initial review of the US Tax and Jobs Act which came into force on 1 January 2018 and as a result has recorded a one-off non-cash credit of $8.5m to the income statement in 2017 as a result of the revaluation of net deferred tax liabilities.,What did the one-off non-cash credit of $8.5 million to the income statement in 2017 stem from?,Group has carried out an initial review of the US Tax and Jobs Act which came force on 1 the revaluation of net deferred tax liabilities
2647,"The Board has considered the possible effects of Brexit on the business and due to its global operations, is comfortable that this should not significantly affect the Group's future prospects. Outlook We expect to see an improving business environment where more countries legislate in favour of our type of technology",Why is the Group confident that Brexit will not significantly affect its future prospects?,The Board has considered the possible effects of Brexit on the business and its global operations
5013.b,"Shipping is an industry that people enter into because they are enthusiastic about world trade. This industry remains an attractive employment option as it offers career opportunities, flexibility and incentives for those who commit themselves.",What makes the shipping industry an attractive employment option?,"they are enthusiastic about world trade it offers career opportunities, flexibility and incentives for those who commit themselves"
2450.b,"Finance costs decreased from $30.5 million in 2016 to $26.1 million in 2017, principally due to the reduction of interest resulting from the repayment of Scotiabank medium term loan in H1 2016 and from lower average short-term borrowings.",What is the cause of the reduction of interest?,Finance costs decreased from $30. million in the repayment of Scotiabank medium term loan in H1 2016 and from lower average short-term borrowings
1783,"There are significant external cost pressures from the increases in the National Living Wage, the National Minimum Wage, the Apprenticeship Levy, the revaluation of business rates, higher energy taxes and increased purchasing costs due to the combined effects of a devalued pound.",What did a devalued pound result in?,"There are significant external cost pressures from the increases in the National Living Wage, the National Minimum Wage, the Apprenticeship Levy, the revaluation of business rates, higher energy taxes and increased purchasing costs"
1050,"The Society continues to generate a stable level of profits, with profit after tax for 2017 increasing 2% over 2016 to £88.0 million. Profit after tax as a percentage of mean assets reduced due to the lower net interest margin.",What caused the profit after tax as percentage of mean assets to reduce?,the lower net interest margin
2456,"The directors have confirmed that, after due consideration, they have a reasonable expectation that the Company and the Group have adequate resources to continue in operational existence for the foreseeable future. For this reason, they continue to adopt the going concern basis in preparing the financial statements.",Why do they continue to adopt the going concern basis in preparing the financial statements?,"The directors have confirmed that, after due consideration, they have a reasonable expectation that the Company and the Group have adequate resources to continue in operational existence for the foreseeable future"
935,"The Group has successfully maintained the momentum of 2017 and started the year strongly. As a result, we look at the year ahead with confidence.",What prompts them to look at the year ahead with confidence?,The Group has successfully maintained the momentum of 2017 and started the year strongly
1897,"e) In May 2016 the non-executive directors agreed to defer part of their remuneration (Mr MacLellan £20,000 Mr Balfour and Mr Sweetman £5,000 each) until the earlier of their resignation or December 2017. There were, therefore, no increases in non-executive directors' remuneration during 2017.",What is the reason for the absence of increases in non-executive directors' remuneration during 2017?,"In May 2016 the non-executive directors agreed to defer part of their remuneration (Mr MacLellan £20,000 Mr Balfour and Mr Sweetman £5,000 each) until the earlier of their resignation or December 2017"
6168.1,"In the Marine and Technology division, operating profit increased by 9.7%, with margin improvement driven by contract performance, including in our Australian joint venture, and an increase in Research and Development tax credits.",What factors contributed to the 9.7% increase in operating profit and the improvement in margin in the Marine and Technology division?,"contract performance, including in our Australian joint venture, and an increase in Research and Development tax credits"
1594,"The Board has considered the need for an internal audit function, but because of the size and nature of its operations does not consider it necessary at the current time.",What explains the fact that the Board does not consider the need for an internal audit function for the time being?,the size and nature of its operations
2437,"As a consequence of a wide range of activity, some of which I have highlighted, we have produced a strong set of financial results in 2017 – the strategic report on page 8 covers our performance in detail.",What is the impact of their wide range of activity?,of have highlighted we have produced a strong set of financial results in 2017 – the strategic report on page 8 covers our performance in detail
5259.b,"Having undertaken a review of the effectiveness of KPMG in fulfilling the internal audit function, the Committee is satisfied that the quality, experience and expertise of KPMG meets the Company's requirements, and KPMG has therefore been reappointed to provide internal audit services for the Group in 2018.",What does KPMG's reappointment to provide internal audit services for the Group in 2018 stem from?,"Having undertaken a review of the effectiveness of KPMG in the internal audit , the Committee is satisfied that the quality, experience and expertise of KPMG meets the Company's requirements"
1493.b,"As a result of our scoping, we concluded that two UK legal entities (CMC Markets plc and CMC Markets UK plc) were material components and therefore we have performed a full scope audit of these entities. In addition, the Group audit team in London performed certain substantive testing that covered",What explains the Group's decision to perform a full-scope audit of two UK legal entities?,our scoping we concluded that two UK legal entities (CMC Markets plc and CMC Markets UK plc) were material components
6084.a,"Failure of our systems due to inadequate cyber security. Corruption or loss of data will result in detriment to our customers, financial penalties and reputational damage.",What causes failure in the systems?,inadequate cyber security
5374.1.a,"Retail expenses grew 3% to £518.6m, driven primarily by content and staff cost increases. Costs in Online grew £15.6m or 5% to £339.8m, due to a 14% increase in marketing investment.",What factors primarily contributed to the 3% growth in retail expenses to £518.6m?,content and staff cost increases a 14% increase in marketing investment
5396.2.b,"This planning has enabled us to recruit very high calibre candidates to the Board, with diverse skills and expertise. Succession planning has therefore been a particular area of focus during the year and we continue to keep this under active review.",Why has succession planning been a focus during the year and subject to active review?,"This planning has enabled us to recruit very high calibre candidates to the Board, with diverse skills and expertise"
5346.1,The regulatory pressures in the US that the Group acknowledged last year are becoming stronger as the FDA and the US Pharmacopeial Convention (USP) set strict guidelines for compounding and dispensing of allergy products.,What is the cause of the strengthening of the regulatory pressures in the US that the Group acknowledged last year?,the FDA and the US Pharmacopeial Convention (USP) set strict guidelines for compounding and dispensing of allergy products
3788.a,"The performance of the division in 2016/17 is summarised as follows: Offshore Braemar Offshore, our marine warranty surveying and engineering consultancy business located in the Asia Pacific region, was affected considerably by project delays and reduced activity due to the low oil price and reduced exploration and construction activity",What were the main factors affecting Braemar Offshore?,project delays reduced the low oil price and reduced exploration and construction activity
6103.b,"Adjusted profit before tax is used as an internal measure by management, as they believe it better reflects the underlying performance of the Group and therefore a more meaningful comparison of performance from period to period. Adjusted profit after tax is arrived at by applying an effective tax rate to taxable adjustments and deducting the total from adjusted profit before tax.",What explains why adjusted profit before tax is considered a more meaningful comparison of performance from period to period?,"Adjusted profit before tax is used as an internal measure by management, as they believe it better reflects the underlying performance of the Group applying an effective tax rate to taxable adjustments and deducting the"
1953.b,"The Group's bank interest payable in FY17 was £24.0m, an increase of £6.9m. The increase was driven by higher average net debt primarily as a result of the Peacock Foods acquisition. £1.8m of interest on major projects was capitalised during the period (FY16: £1.3m).",What was the outcome of the Peacock Foods acquisition?,by higher average net debt primarily
837,"The Group is mainly engaged in mortgage, consumer and commercial finance and therefore its overall environmental impact is considered to be low. Specialist Fleet Services ('SFS'), a division of PAF, leases refuse collection vehicles to local authorities throughout the UK. SFS undertake additional aftersales activities.","What is the consequence of the Group being mainly engaged in mortgage, consumer, and commercial finance?",its overall environmental impact is considered to be low
835.b,"Key Metrics Risk-weighted assets (RWAs) RWAs reduced by £27 billion (12%), ending the year at £201 billion (from £228 billion in 2016). This reduction was driven by NatWest Markets, where RWAs fell by £16.8 billion due to the continued run-off of the legacy business and mitigation activities.",What was the reason for the £16.8 billion decrease in RWAs at NatWest Markets?,the continued run-off of the legacy business and mitigation activities
2429.a,"When the Company listed on the London Stock Exchange in 2015, it was not fully compliant with the Code due to the composition of the Remuneration Committee. This non-compliance was as a result of the requirement of the major shareholders at the time of the IPO",What was the reason it was not fully compliant with the Code?,the composition of the Remuneration Committee the requirement of the major shareholders at the time of the IPO
4041,"Due to the Group's small management team, changes in strategy can be implemented quickly.",What is the cause for changes in strategy being able to be implemented quickly?,the Group's small management team
5368,"The Company has no employees or property, and it does not purchase electricity, heat, steam or cooling for its own use. The Company outsources all services on a fee basis, and, as such it is not practical to attempt to measure or quantify emissions in respect of any outsourced energy use.",What is the consequence of the Company outsourcing all services on a fee basis?,it is not practical to attempt to measure or quantify emissions in respect of any outsourced energy use
1018.2,"During the year, the weakness of Sterling against the Euro and the US Dollar following the Brexit vote, has put pressure on food cost inflation. Where possible we have benefited from additional volume discounts due to our significant opening program.",What did their significant opening program lead to?,Where possible we have benefited from additional volume discounts
3057,"After taking into account all of the above factors, the Committee concluded that the External Auditor was effective. In addition, the Committee is satisfied that it has sufficient oversight of the External Auditor and its independence and objectivity is not compromised due to the safeguards in place.",What is the reason the external auditor's independence and objectivity are not compromised?,the safeguards in place
4090,"The Committee discussed the Group's approach to the new revenue standard (IFRS 15). The standard does not apply to transactions that are accounted for in accordance with IFRS 9 and, as a result, the impact on the Group is not significant.",Why is the impact of the standard on the Group not significant?,The standard does not apply to transactions that are accounted for in accordance with IFRS 9
3016,"The Company experienced NAV growth during the year ended 31 March 2017 mainly driven by the issuance of new capital in the summer and in November 2016 for c.£179.9m and the revaluation of its investment portfolio during the year. As a result, NAV grew over the year from £273.8m to £478.6m as at 31 March 2017.",What reasons led to the Company's NAV growth from £273.8m to £478.6m during the year ended 31 March 2017?,the issuance of new capital in the summer and in November 2016 for c.£179.9m and the revaluation of its investment portfolio during the year
1302,"However, it is our strategy to create differentiated destinations which increasingly sets us apart. Thanks to our size we are able to dedicate specialist teams to support this. Our Product Experience Framework has brought together innovative retailers, stylish design, consistent customer services and exciting events (see pages 20-27).",What is the consequence of their size?,we are able to dedicate specialist teams to support this
3192.a,"Other income comprises fund management fees, corporate finance fee income and other fees typically chargeable to the Group's portfolio companies for services including executive search and selection, legal and administrative support. Other income for the year increased to £6.1m (2016: £2.6m). The increase was largely due to the acquisition of Parkwalk Advisors in January and the resultant fund management related fees and commissions (£3.2m) which were consolidated into the Group's results for the first time.",What factors contributed to the increase in other income for the year to £6.1 million from £2.6 million in 2016?,the acquisition of Parkwalk Advisors in January and the resultant fund management related fees and commissions (£3.2m) which were consolidated into the Group's results for the first time
3890,"The USA schemes deficit decreased by £37.9 million to £11.1 million (2016: decrease of £6.1 million), primarily as a result of an additional, accelerated employer contribution in December 2017 of £28.0 million (more than offsetting a fall in the discount rate from 4.16% to 3.65%).",What was the reason for the USA schemes deficit decreasing by £37.9 million to £11.1 million in 2017?,"an additional, accelerated employer contribution in December 2017 of £28.0 million (more than offsetting a fall in the discount rate from 4.16% to 3.65%)"
2385,"Our investments in communities are designed to support the communities in which we operate and deepen engagement with colleagues. As such, our community investment programme is linked to our strategy and is focused around these principal areas: — Social inclusion; — Education and life skills",Why is their community investment programme focused around social inclusion and education and life skills?,Our investments in communities are designed to support the communities in which we operate and deepen engagement with colleagues our our strategy
5467,"PHP's sector-leading metrics continue to remain strong and we remain focused on the organic rental growth deriving from our existing assets. This growth arises mainly from rent reviews and asset management projects (extensions, refurbishments and lease re-gears).",What is PHP's organic rental growth mainly owed to?,"rent reviews and asset management projects (extensions, refurbishments and lease re-gears)"
5082.b,The audit committee is satisfied with the performance of BDO LLP and recommends the services of BDO LLP to the shareholders in view both of that performance and the firm's extensive experience in auditing Venture Capital Trusts. As the Board is small and consists wholly of non-executive directors and in view of the nature of a Venture Capital Trust it has been decided that a nomination committee does not need to be formed. The remuneration of the directors is reviewed by the whole B oard although no director is involved in setting his own remuneration.,"What are the implications of the Board being small and consisting entirely of non-executive directors, considering the nature of a Venture Capital Trust?",it has been decided that a nomination committee does not need to be formed
2212,"As a result of share price developments, and taking into account dividends paid, NESF total shareholder return was 21.1% for the year ended 31 March 2017 (and 26.7% since IPO). NAV total return for the year was 14.4% (and 21.1% since IPO).","What did share price developments bring about, taking into account dividends paid?",NESF total shareholder return was 21.1% for the year ended 31 March 2017 (and 26.7% since IPO)
1030,"This exposure testing provided assurance to reduce the risk that the integrity of the data in the SAP system had been undermined, and that we could therefore use financial data and reports from the system for our substantive audit testing.",What factor enables the use of financial data and reports from the system for audit testing?,This exposure testing provided assurance to reduce the risk that the integrity of the data in the SAP system had been undermined
3322,2 Synergies savings reflect the reduction of underlying staff costs as a result of individuals leaving the Group or transferring to integration related roles that will cease once integration is complete.,What caused the reduction of underlying staff costs?,individuals leaving the Group or transferring to integration related roles that will cease once integration is complete
1458,The Company is an Authorised Closed-Ended investment company incorporated in Guernsey. It is subject to certain ongoing obligations to the Guernsey Financial Services Commission as a result of its regulatory status as an Authorised Closed-Ended Investment Scheme.,What explains the Company's ongoing obligations to the Guernsey Financial Services Commission?,its regulatory status as an Authorised Closed-Ended Investment Scheme
3565,* Andrew Harrison did not attend an ad hoc Audit Committee meeting due to family illness.,What caused Andrew Harrison to not attend an ad hoc Audit Committee meeting?,family illness
6116,"The CGC is additionally responsible for the roles identified by UK Corporate Governance Code which would be reserved for Compensation and Nomination Committees. Consequently, the CGC also meets as required to select and propose to the Board suitable candidates of appropriate caliber for appointments to the Board.","What are the effects of the CGC being responsible for the roles identified by the UK Corporate Governance Code, reserved for Compensation and Nomination Committees?",", the CGC also meets as required to select and propose to the Board suitable candidates of appropriate caliber for appointments to the Board"
2237,"The MSCI ACWI Healthcare Index (total return in Sterling with dividends reinvested) is used as the comparator because, as a market capitalisation weighted index, the Board considers that it is the most appropriate single market index.",What is the reason to use MSCI ACWI Healthcare Index (total return in Sterling with dividends reinvested) as the comparator?,"market capitalisation weighted index, the Board considers that it is the most appropriate single market index"
920.a,"This increase is largely due to the inclusion of emissions from Metro, Salford Quays, Manchester (acquired during 2016). The new site is a significant consumer as it is the third largest office in the portfolio by floor area.",What is the reason behind this increase?,"the inclusion of emissions from Metro, Salford Quays, Manchester (acquired during 2016)"
2636,"In the run up to the Company's 2017 AGM, votes were lodged by shareholders against Mrs Vittal's reappointment as a director based on concerns that she held too many other directorships such that she could not devote sufficient time to her duties at Compass.",What factors contributed to the votes lodged by shareholders against Mrs. Vittal's reappointment as a director in the run-up to the Company's 2017 AGM?,concerns that she held too many other directorships such that she could not devote sufficient time to her duties at Compass
3717,"The 2% underlying decline in Group adjusted operating profit was principally due to the increase in RMS(one) related amortisation costs, increased losses from dmg information's Xceligent business and reduced profits from Genscape, where the solar energy business had a particularly challenging year.",What factors led to the 2% underlying decline in Group adjusted operating?,"the increase in RMS(one) related amortisation costs, increased losses from dmg information's Xceligent business and reduced profits from Genscape, where the"
1770,The Group continues to focus on improving its online presence to drive used vehicle sales. This objective has been particularly successful as a result of the Group's increased geographic footprint and enlarged stock pool following the acquisitions of SG Smith and Ridgeway.,What explains the Group's success in improving its online presence to drive used vehicle sales?,the Group's increased geographic footprint and enlarged stock pool following the acquisitions of SG Smith and Ridgeway
5144.b,"Goodwill increased by £15.2m from £70.8m to £86.0m due to additions of £14.9m arising from businesses acquired in the period, the reallocation of £1.3m of assets bet ween goodwill and intangibles (note 12) and exchange rate movements of £0.5m.",What do the £14.9m additions stem from?,Goodwill increased by £15.2m from £70.8m to £86.0m businesses acquired in the period location of £1.3m £05
2604,A non-cash impairment charge of £2.9 million was recorded in the Books segment against non-current assets and inventories due to the loss of the HarperCollins contract. Impairment charges of £29.9 million were recorded against the goodwill and non- current assets of businesses within the Marketing Activation segment.,What impact did the loss of the HarperCollins contract have?,A non-cash impairment charge of £2.9 million was recorded in the Books segment against non-current assets and inventories
4145,"ROCE, defined as EBITA / shareholders' funds plus net debt, was 24.8 per cent for the year ended 31 December 2017, which was up 8 per cent year-on-year. This ROCE calculation excludes the impact of CPM and is therefore on a like-for-like basis.",Why is this ROCE calculation on a like-for-like basis?,This ROCE calculation excludes the impact of CPM
5056.1,There are no specific provisions for compensation on early termination (except for payment in lieu of holidays accrued but untaken) or loss of office due to a change of ownership of the Company. The Committee reserves the right to make additional payments where such payments are made in good faith: (a) in discharge of an existing legal obligation (or by way of damages for breach of such an obligation); or (b) by way of settlement or compromise of any claim arising in connection with the termination of an Executive Director's office or employment.,What reason leads to a loss of office that offers no compensation?,a change of ownership of the Company claim arising in with the termination of an Executive Director's office or
5030,"As a result of the strategy review carried out in 2016, the Company's KPIs and milestones have changed significantly over the last two years. A new set of KPIs are in the process of being developed.",What have been the effects of reviewing the strategy in 2016?,the Company's KPIs and milestones have changed significantly over the last two years
6006.b,"As noted in the 2017 Interim Statement, we took the decision to withdraw from a new venture fabricating commercial ducting, which simply did not establish an economic niche in its target market place. This exit is now complete and, during the second half of the year, we have disposed of all of the stock, assets and debts from this venture which has resulted in a net loss for the full year of £370,000. In South Korea, Titon's subsidiary company, Titon Korea (51% owned), manufactures natural window ventilation products and is the national market leader with an estimated market share in this core sub-sector in excess of 75%. In fiscal 2017, it also had a very good year with revenue increasing by 34% to £9.5 million, due to higher private sector demand, and its contribution to Group profit after tax was up by 34% to £821,000.",What factors account for the increase in revenue by 34% to £9.5 million in fiscal 2017?,higher private sector demand
2192,"Due to its size and structure, the Group does not have an internal audit function. This is a matter which the Committee reviews annually.",What does the Group's size and structure result in?,the Group does not have an internal audit function
3817,"Given the Group is currently trading below our target range for the net debt to underlying EBITDA ratio, the Board considered the Group's capital structure and capital allocation priorities with a view to a return of surplus cash to shareholders.",What was the reason the Group is currently trading below the target range for the net debt to underlying EBITDA ratio?,the Board considered the Group's capital structure and capital allocation priorities with a view to a return of surplus cash to shareholders
2772.a,As part of the Company's cost reduction programme it was agreed that there would be no salary increase for colleagues not involved in collective bargaining for 2017/18 and consequently no salary increases are proposed for the CEO and CFO. The CEO's salary therefore remains unchanged since his appointment in 2013.,Why were there no salary increases proposed for the CEO and CFO?,Company cost reduction programme it was agreed that there would be no salary increase for colleagues not involved in collective bargaining for 2017/18 in
1821,"Foreign exchange rate movements had a favourable effect on revenues of approximately £2.7m on account of the weakening of Sterling against the Euro and US Dollar. On a constant currency basis, the Group delivered a like-for-like sales increase of 3.2%.",What was the outcome of the weakening of Sterling against the Euro and US Dollar?,Foreign exchange rate movements had a favourable effect on revenues of approximately £2.7m on
6180.2,Driving a reduction in written complaints is important as it ensures we are resolving issues earlier for customers and ultimately building strong customer focus into all our processes to minimise complaints at any stage.,What are the consequences of placing importance on reducing written complaints?,it ensures we are resolving issues earlier for customers and ultimately building strong customer focus into all our processes to minimise complaints at any stage
1147,"As a result of the continuing threat of cyber attacks, we have implemented new threat detection systems but continue to remain vigilant to security improvements when identified.",What was the effect of the continuing threat of cyber attacks?,we have implemented newthreat detectionsystems but continue toremain vigilant to security improvements when identified
5226,"Action taken this year to simplify the business included the successful organisation transformation and restructure of Head Office. Role reductions were made and there was no overall impact on engagement scores for this population. Employee engagement within the total business increased to 81%. As a result of this performance, maximum payment was made under this measure (10%).",What was the effect of the 81% increase in employee engagement within the total business?,maximum payment was made under this measure (10%)
2238,"Revenue for Gleeson Strategic Land increased by £1.5m to £29.9m, due to the increased sales activity during the year and mix of sites sold. Highlights • Revenue increased by 12.9% to £160.4m • Gross margin on Gleeson Homes unit sales increased to 33.0% from 31.1%.",What did the increased sales activity during the year and mix of sites sold bring about?,Revenue for Gleeson Strategic Land increased by £1.5m to £29.9m
1146,The Group's total capital resources increased due to the rise in retained earnings relating to audited 2017 profits and lower intangible assets on the balance sheet. At 31 March 2017 the Group had a total capital ratio of 30.2% (31 March 2016 31.2%).,What drove the increase in the Group's total capital resources?,the rise in retained earnings relating to audited 2017 profits and lower intangible assets on the balance sheet
2499,"We are committed to providing the necessary assurance on continuity of business and same service level to our customers, despite any adverse implications from Brexit. As such, we are researching options to ensure we have a 'live' alternative regulatory status (to our FCA status)",Why are they researching options to ensure they have a 'live' alternative regulatory status?,"We are committed to providing the necessary assurance on continuity of business and same service level to our customers, despite any adverse implications from Brexit FCA status"
5170.a,"In its first full year as a listed company, Metro Bank has continued to grow strongly as it follows its unique business model. As such, the Audit Committee has focused on building and delivering an audit plan that works alongside the growth model and looks forwards as well as backwards to ensure it fulfills its assurance role and understands, assesses and monitors the risk facing the business.",What accounts for Metro Bank's ongoing strong growth in its first year of listing?,"it follows its unique businessmodel the Audit Committee has focused on building and delivering an audit plan that works alongside the growth model and looks forwards as well as backwards to ensure itfulfills its assurance role and understands, assesses and monitors the risk facing the business"
2032,"As a good leaver he will, to the extent that they vest based on performance, receive his outstanding prorated LTIP awards at the normal vesting date. The Committee has exercised an available discretion for good leavers to disapply any holding period on vested LTIP awards.",What will be the implications of him being classified as a good leaver?,", to the extent that they vest based on performance, receive his outstanding prorated LTIP awards at the normal vesting date"
4010.b,"The majority of the Group's trading is conducted outside of the UK and in currencies other than sterling. Consequently, its financial performance is affected by fluctuations in foreign exchange rates, particularly as a result of changes in the relative values of the US dollar, Canadian dollar",What reason explain why financial performance is particularly affected by fluctuations in foreign exchange rates?,"changes in the relative values of the US dollar, Canadian dollar"
1937.a,"Taxable benefits paid to Ben Magara include costs of £58,880 incurred as a result of the provision of security resulting in a year on year increase of 208% in taxable benefits. Excluding the security related costs shows a decrease of 5.7% in the taxable benefits.","What is the reason for the taxable benefits paid to Ben Magara, including costs of £58,880 incurred?",the provision of security resulting a year on year increase of 208% in taxable benefits
2368,Loss on revaluation and sale of investment and development property The loss on revaluation and sale of the Group's investment and development property was £28.0 million. Covent Garden recorded a gain on revaluation of £93.4 million as a result of rental growth.,What was the effect of rental growth?,Covent Garden recorded a gain on revaluation of £93.4 million
5118,"The Directors have a reasonable expectation that the Company has adequate resources to continue in operational existence for the foreseeable future. Thus, they continue to adopt the going concern basis of accounting in preparing the annual financial statements.",What explains the Directors decision to adopt the going concern basis of accounting in preparing the annual financial statements?,The Directors have a reasonable expectation that the Company has adequate resources to continue in operational existence for the foreseeable future
1999,"The Group maintains appropriate insurance cover in respect of actions taken against the Directors because of their roles, as well as against material loss or claims against the Group. The insured values and type of cover are comprehensively reviewed on a periodic basis.",What explains the actions taken against the Directors?,"The their roles, well as against material loss or claims the Group"
5401.1,With sufficient development headings now established the Group started to increase the level of stoping activity in the first quarter of 2017 and consequently the tonnage of ore that is being recovered from stope mining.,What motivates the increase in the tonnage of ore recovered from stope mining?,With sufficient development headings now established the Group started to increase the level of stoping activity in the first quarter of 2017
3740.a,"• The business model for lighting was overhauled in 2016 and the business is enjoying a wider customer base as a result. The key partnerships established with leading European manufacturers have reduced freight costs and supplier lead times, enabling a reduction in inventory levels.",Why is the business is enjoying a wider customer base?,The business model for lighting was overhauled in 2016
768,"During 2017, Sage welcomed its first new Non-executive Directors since 2014. We therefore took the opportunity to refresh our induction programme, to ensure that the new Non-executive Directors could develop a full understanding of how Sage works.",Why did they take the opportunity to refresh their induction programme?,"During 2017, Sage welcomed its first new Non-executive Directors since 2014 the new Non-executive Directors could develop a full understanding of how Sage works"
2004.a,"The Group's reported net finance income of US$1.5 million (2016: US$1.9 million) primarily due to foreign exchange differences. In 2016, net finance income included a US$1.1 million gain due to the purchase of VISA Europe by VISA Inc.",What was the primary outcome of foreign exchange differences?,The 's reported net finance income of US$1.5 million (2016: $1.9 the purchase of VISA Europe by VISA Inc.
3050,The deficit is expected to have been cleared by the 2018/19 scheme year as a result of the payment of terminal bonuses by the scheme insurer in respect of member retirements that will take place over the next two years.,What is the reason the deficit is expected to be cleared by the 2018/19 year?,the payment of terminal bonuses by the scheme insurer in respect of member retirements that will take place over the next two years
945,"Due to the diversity of our ODS customer portfolio, the impacts of foreign currency were not as significant and, on a constant currency basis, ODS revenue growth was similar, at 140%. Revenue 2017 £'000s 2016 £'000s Movement % Software implementation 44,764 47,881 (7%) ODS 21,164 8,667 144% Maintenance 21,849 16,732",What has the diversity of their ODS customer portfolio led to?,"the impacts of foreign currency were not as significant and, on a constant currency basis, ODS revenue growth was similar, at 140%"
1245,Awards under the 2014 LTAP were subject to a dividend underpin over the period April 2014 – March 2017. The conditions under the dividend underpin were met and the awards are not subject to any further performance conditions – they are therefore included in the single figure.,What is the reason for including the awards in the single figure?,The the dividend underpin were met and the awards are not subject to any further performance conditions
1296,"Due to the size of the Board, the Chairman of the Company is also the Chairman of the Audit Committee. The recommendation in the Code is that the Chairman of the Company can be a member of the Audit Committee.",What does the size of the Board translate to?,the Chairman of the Company is also the Chairman of the Audit Committee
1929.2,The Board has established financial controls and reporting procedures which are considered appropriate given the size and structure of the Group. It is the intention of the Board that these controls will be reviewed regularly in light of the future growth and development of the Group and adjusted accordingly.,What is the reason the Board intends to have the financial controls regularly reviewed?,the future growth and development of the Group accordingly
3125,"Fair value is measured using a Black-Scholes model. The expected life used in the model has been adjusted, for the effects of non- transferability, exercise restrictions and behavioural considerations based on management's best estimate.",What was the repercussion of management's best estimate?,"The expected life used in the model has been adjusted, for the effects of non- transferability, exercise restrictions and behavioural considerations"
3679,"In light of the structured performance evaluation, Patrick Reeve and Geoffrey Vero, both of whom are subject to re-election at the forthcoming Annual General Meeting, and Lyn Goleby who is subject to election at the forthcoming Annual General Meeting are considered to be effective Directors and demonstrate strong commitment to the role.","What is the reason Patrick Reeve, Geoffrey Vero, and Lyn Goleby are considered effective directors who demonstrate strong commitment to the role?","the structured performance evaluation Patrick Reeve and Geoffrey Vero, both of whom are subject to re-election at the forthcoming Annual General Meeting"
5092,"In addition to our retail centre-based aftersales facilities, the Group now operates five standalone bodyshops, five trade parts centres and one PDI centre. Aftersales contributes 44.2% of total retail gross profit and therefore makes a significant financial contribution to the Group which is important in the context of a more cyclical new car market.",What is the result of aftersales contributing 44.2% to total retail profit?,makes a significant financial contribution to the Group which is important in the context of a more cyclical new car market
1206.a,"Higher interest income, resulting from reduced minimum payments, increased the margin.",What did the reduced minimum payments lead to?,Higher interest income increased the margin
5015.2,"The gross margin from land disposals (including the sale of subsidiary and joint venture) was 38.7% (2016: 39.4%). Contract income showed a gross loss because the Group incurred significant remedial costs as well as liquidated ascertained damages on two construction contracts from Housing Associations that were sub contracted to a contractor that failed last year. Excluding these contracts, construction contract margin was 17.8%.",What factors explain the loss in contract income?,the Group incurred significant remedial costs as well as liquidated ascertained damages on two construction contracts from Housing Associations that were sub contracted to a contractor that failed last year
5059,"The risk of losses arising as a result of exposure to market movements, including foreign exchange and interest rates.",What motivates the risk of losses?,"exposure to market movements, including foreign exchange and interest rates"
2794,"Payroll and staff costs decreased by 70bps to 8.5% of sales as a result of cost leveraging. Headcount has increased 34% (2017: 3,579; 2016 3: 2,664).",What impact did cost leveraging have?,Payroll and staff costs decreased by 70bps to 8.5% of sales
6121,"In accordance with the FRC guidance on risk management, internal controls and related financial and business reporting, a process has been implemented for identifying, evaluating and managing risks faced by the Company. This process has been in place throughout the year ended 30 September 2017 and up to the date the Financial Statements were approved, and is regularly reviewed.","What have been the implications of the FRC guidance on risk management, internal controls, and related financial and business reporting?","a process has been implemented for identifying, evaluating and managing risks faced by the Company"
1254,"Production from the Premier-operated Solan field (100 per cent interest) averaged 5.9 kboepd, lower than originally expected, as a result of the first production well ('P1') being shut in for a period in February following the failure of the existing electric submersible pump ('ESP').",What were the factors that contributed to the production from the Premier-operated Solan field being lower than originally expected?,the first production well ('P1') being shut in for a period in February following the failure of the existing electric submersible pump ('ESP')
960,"As a result of these actions in the last 6 months, I believe the company has taken a major step forward in its recovery plan, which is not reflected in the historical 2017 results and prior year adjustments. 7 Hav elock Eur opa PL C Annual Report 2017 Financial overview",What have these actions in the last 6 months provoked?,"I believe the company has taken a major step forward in its recovery plan, which is not reflected in the historical 2017 results and prior year adjustments"
2450.a,"Finance costs decreased from $30.5 million in 2016 to $26.1 million in 2017, principally due to the reduction of interest resulting from the repayment of Scotiabank medium term loan in H1 2016 and from lower average short-term borrowings.",What is the cause finance costs decreased from $30.5 million in 2016 to $26.1 million in 2017,the reduction of interest resulting from the repayment of Scotiabank medium term loan in H1 2016 and from lower average short-term borrowings
2197,"Ophir's Board agreed a change in strategy in order to make its business sustainable in a 'lower for longer' oil price environment. As a result, a major restructure was completed that necessitated substantial headcount reductions both in our head office and overseas.",What was the outcome of Ophir's Board changing its strategy to seek sustainability in a 'lower for longer' oil price environment?,a major restructure was completed that necessitated substantial headcount reductions both in our head office and overseas
5477,"The Company has discontinued its membership of the Association of Investment Companies (AIC) and, therefore, no longer applies the principles of the AIC Code of Corporate Governance. This Statement of Corporate Governance supports the Directors' Report.",What are the consequences of the Company discontinuing its membership in the Association of Investment Companies (AIC)?,", no longer applies the principles of the AIC Code of Corporate Governance"
